"land_id","study","barrel","bullet","land","source","H173_B1_index","damaged","cc","cc_pred","cc_manual","groove_left","groove_right"
"Hamby173-BrUkn-BA-L6","Hamby173","Ukn","A",6,"NBTRD/Hamby 173 (2009) Barrel/bullets/brA_1_land6.x3p","Hamby173-Br1-B1-L2",FALSE,75,75,FALSE,300,2253.125
"Hamby173-BrUkn-BB-L1","Hamby173","Ukn","B",1,"NBTRD/Hamby 173 (2009) Barrel/bullets/brB_1_land1.x3p","Hamby173-Br5-B1-L1",FALSE,50,50,FALSE,503.125,2314.0625
"Hamby173-BrUkn-BB-L2","Hamby173","Ukn","B",2,"NBTRD/Hamby 173 (2009) Barrel/bullets/brB_1_land2.x3p","Hamby173-Br5-B1-L2",FALSE,100,100,FALSE,409.375,2352.13205073695
"Hamby173-BrUkn-BB-L3","Hamby173","Ukn","B",3,"NBTRD/Hamby 173 (2009) Barrel/bullets/brB_1_land3.x3p","Hamby173-Br5-B1-L3",FALSE,207.8125,550,TRUE,379.6875,2360.9375
"Hamby173-BrUkn-BB-L4","Hamby173","Ukn","B",4,"NBTRD/Hamby 173 (2009) Barrel/bullets/brB_1_land4.x3p","Hamby173-Br5-B1-L4",FALSE,25,25,FALSE,303.125,2259.375
"Hamby173-BrUkn-BB-L5","Hamby173","Ukn","B",5,"NBTRD/Hamby 173 (2009) Barrel/bullets/brB_1_land5.x3p","Hamby173-Br5-B1-L5",FALSE,75,75,FALSE,380.335714152639,2104.96698963622
"Hamby173-BrUkn-BB-L6","Hamby173","Ukn","B",6,"NBTRD/Hamby 173 (2009) Barrel/bullets/brB_1_land6.x3p","Hamby173-Br5-B1-L6",FALSE,100,100,FALSE,331.25,2260.9375
"Hamby173-BrUkn-BC-L1","Hamby173","Ukn","C",1,"NBTRD/Hamby 173 (2009) Barrel/bullets/brC_1_land1.x3p","Hamby173-Br1-B1-L4",FALSE,65.625,65.625,FALSE,488.30286653785,2382.8125
"Hamby173-BrUkn-BC-L2","Hamby173","Ukn","C",2,"NBTRD/Hamby 173 (2009) Barrel/bullets/brC_1_land2.x3p","Hamby173-Br1-B1-L5",FALSE,25,25,FALSE,396.875,2354.6875
"Hamby173-BrUkn-BC-L3","Hamby173","Ukn","C",3,"NBTRD/Hamby 173 (2009) Barrel/bullets/brC_1_land3.x3p","Hamby173-Br1-B1-L6",FALSE,57.8125,57.8125,FALSE,367.1875,2313.17242409482
"Hamby173-BrUkn-BC-L4","Hamby173","Ukn","C",4,"NBTRD/Hamby 173 (2009) Barrel/bullets/brC_1_land4.x3p","Hamby173-Br1-B1-L1",FALSE,118.75,118.75,FALSE,320.3125,2281.25
"Hamby173-BrUkn-BC-L5","Hamby173","Ukn","C",5,"NBTRD/Hamby 173 (2009) Barrel/bullets/brC_1_land5.x3p","Hamby173-Br1-B1-L2",FALSE,50,50,FALSE,375.753265791839,2284.14624376549
"Hamby173-BrUkn-BC-L6","Hamby173","Ukn","C",6,"NBTRD/Hamby 173 (2009) Barrel/bullets/brC_1_land6.x3p","Hamby173-Br1-B1-L3",FALSE,117.1875,117.1875,FALSE,441.965398907996,2375
"Hamby173-BrUkn-BE-L1","Hamby173","Ukn","E",1,"NBTRD/Hamby 173 (2009) Barrel/bullets/brE_1_land1.x3p","Hamby173-Br1-B1-L1",FALSE,125,125,FALSE,307.8125,2276.5625
"Hamby173-BrUkn-BE-L2","Hamby173","Ukn","E",2,"NBTRD/Hamby 173 (2009) Barrel/bullets/brE_1_land2.x3p","Hamby173-Br1-B1-L2",FALSE,100,100,FALSE,284.375,2010.92068019891
"Hamby173-BrUkn-BE-L3","Hamby173","Ukn","E",3,"NBTRD/Hamby 173 (2009) Barrel/bullets/brE_1_land3.x3p","Hamby173-Br1-B1-L3",TRUE,53.125,53.125,FALSE,214.0625,2128.125
"Hamby173-BrUkn-BE-L4","Hamby173","Ukn","E",4,"NBTRD/Hamby 173 (2009) Barrel/bullets/brE_1_land4.x3p","Hamby173-Br1-B1-L4",FALSE,150,150,FALSE,290.625,2012.63202422204
"Hamby173-BrUkn-BE-L5","Hamby173","Ukn","E",5,"NBTRD/Hamby 173 (2009) Barrel/bullets/brE_1_land5.x3p","Hamby173-Br1-B1-L5",FALSE,207.8125,75,TRUE,460.9375,2381.1360442749
"Hamby173-BrUkn-BE-L6","Hamby173","Ukn","E",6,"NBTRD/Hamby 173 (2009) Barrel/bullets/brE_1_land6.x3p","Hamby173-Br1-B1-L6",TRUE,350,350,FALSE,442.497992352259,2277.35209474438
"Hamby173-BrUkn-BG-L1","Hamby173","Ukn","G",1,"NBTRD/Hamby 173 (2009) Barrel/bullets/brG_1_land1.x3p","Hamby173-Br7-B1-L6",FALSE,100,100,FALSE,416.858248299318,2255.20019841269
"Hamby173-BrUkn-BG-L2","Hamby173","Ukn","G",2,"NBTRD/Hamby 173 (2009) Barrel/bullets/brG_1_land2.x3p","Hamby173-Br7-B1-L1",FALSE,75,75,FALSE,273.4375,2193.11802252003
"Hamby173-BrUkn-BG-L3","Hamby173","Ukn","G",3,"NBTRD/Hamby 173 (2009) Barrel/bullets/brG_1_land3.x3p","Hamby173-Br7-B1-L2",FALSE,175,175,FALSE,284.375,2254.6875
"Hamby173-BrUkn-BG-L4","Hamby173","Ukn","G",4,"NBTRD/Hamby 173 (2009) Barrel/bullets/brG_1_land4.x3p","Hamby173-Br7-B1-L3",FALSE,98.4375,98.4375,FALSE,309.375,2260.9375
"Hamby173-BrUkn-BG-L5","Hamby173","Ukn","G",5,"NBTRD/Hamby 173 (2009) Barrel/bullets/brG_1_land5.x3p","Hamby173-Br7-B1-L4",FALSE,50,50,FALSE,325,2126.66100771293
"Hamby173-BrUkn-BG-L6","Hamby173","Ukn","G",6,"NBTRD/Hamby 173 (2009) Barrel/bullets/brG_1_land6.x3p","Hamby173-Br7-B1-L5",FALSE,125,125,FALSE,375.780758259874,2299.68269048816
"Hamby173-BrUkn-BH-L1","Hamby173","Ukn","H",1,"NBTRD/Hamby 173 (2009) Barrel/bullets/brH_1_land1.x3p","Hamby173-Br10-B1-L2",FALSE,125,125,FALSE,314.0625,2240.625
"Hamby173-BrUkn-BH-L2","Hamby173","Ukn","H",2,"NBTRD/Hamby 173 (2009) Barrel/bullets/brH_1_land2.x3p","Hamby173-Br10-B1-L3",FALSE,150,150,FALSE,343.75,2162.47128844495
"Hamby173-BrUkn-BH-L3","Hamby173","Ukn","H",3,"NBTRD/Hamby 173 (2009) Barrel/bullets/brH_1_land3.x3p","Hamby173-Br10-B1-L4",FALSE,207.8125,125,TRUE,400.963786788188,2339.0625
"Hamby173-BrUkn-BH-L4","Hamby173","Ukn","H",4,"NBTRD/Hamby 173 (2009) Barrel/bullets/brH_1_land4.x3p","Hamby173-Br10-B1-L5",FALSE,50,50,FALSE,389.0625,2343.75
"Hamby173-BrUkn-BH-L5","Hamby173","Ukn","H",5,"NBTRD/Hamby 173 (2009) Barrel/bullets/brH_1_land5.x3p","Hamby173-Br10-B1-L6",FALSE,100,100,FALSE,406.25,2334.33621820206
"Hamby173-BrUkn-BH-L6","Hamby173","Ukn","H",6,"NBTRD/Hamby 173 (2009) Barrel/bullets/brH_1_land6.x3p","Hamby173-Br10-B1-L1",FALSE,125,125,FALSE,378.125,2340.625
"Hamby173-BrUkn-BI-L1","Hamby173","Ukn","I",1,"NBTRD/Hamby 173 (2009) Barrel/bullets/brI_1_land1.x3p","Hamby173-Br9-B1-L5",FALSE,100,100,FALSE,329.449812199917,2274.80542737243
"Hamby173-BrUkn-BI-L2","Hamby173","Ukn","I",2,"NBTRD/Hamby 173 (2009) Barrel/bullets/brI_1_land2.x3p","Hamby173-Br9-B1-L6",FALSE,100,100,FALSE,395.963193446391,2301.55905432595
"Hamby173-BrUkn-BI-L3","Hamby173","Ukn","I",3,"NBTRD/Hamby 173 (2009) Barrel/bullets/brI_1_land3.x3p","Hamby173-Br9-B1-L1",FALSE,125,125,FALSE,362.5,2314.0625
"Hamby173-BrUkn-BI-L4","Hamby173","Ukn","I",4,"NBTRD/Hamby 173 (2009) Barrel/bullets/brI_1_land4.x3p","Hamby173-Br9-B1-L2",FALSE,150,150,FALSE,281.25,2248.4375
"Hamby173-BrUkn-BI-L5","Hamby173","Ukn","I",5,"NBTRD/Hamby 173 (2009) Barrel/bullets/brI_1_land5.x3p","Hamby173-Br9-B1-L3",FALSE,75,75,FALSE,392.1875,2348.4375
"Hamby173-BrUkn-BI-L6","Hamby173","Ukn","I",6,"NBTRD/Hamby 173 (2009) Barrel/bullets/brI_1_land6.x3p","Hamby173-Br9-B1-L4",FALSE,175,175,FALSE,457.8125,2315.625
"Hamby173-BrUkn-BL-L1","Hamby173","Ukn","L",1,"NBTRD/Hamby 173 (2009) Barrel/bullets/brL_1_land1.x3p","Hamby173-Br8-B1-L1",FALSE,145.3125,145.3125,FALSE,256.25,2210.9375
"Hamby173-BrUkn-BL-L2","Hamby173","Ukn","L",2,"NBTRD/Hamby 173 (2009) Barrel/bullets/brL_1_land2.x3p","Hamby173-Br8-B1-L2",FALSE,135.9375,135.9375,FALSE,234.375,2200
"Hamby173-BrUkn-BL-L3","Hamby173","Ukn","L",3,"NBTRD/Hamby 173 (2009) Barrel/bullets/brL_1_land3.x3p","Hamby173-Br8-B1-L3",FALSE,100,100,FALSE,279.6875,2242.1875
"Hamby173-BrUkn-BL-L4","Hamby173","Ukn","L",4,"NBTRD/Hamby 173 (2009) Barrel/bullets/brL_1_land4.x3p","Hamby173-Br8-B1-L4",FALSE,134.375,75,TRUE,300,2203.125
"Hamby173-BrUkn-BL-L5","Hamby173","Ukn","L",5,"NBTRD/Hamby 173 (2009) Barrel/bullets/brL_1_land5.x3p","Hamby173-Br8-B1-L5",FALSE,90.625,90.625,FALSE,290.625,2254.6875
"Hamby173-BrUkn-BL-L6","Hamby173","Ukn","L",6,"NBTRD/Hamby 173 (2009) Barrel/bullets/brL_1_land6.x3p","Hamby173-Br8-B1-L6",TRUE,100,100,FALSE,59.375,2333.70167715951
"Hamby173-BrUkn-BM-L1","Hamby173","Ukn","M",1,"NBTRD/Hamby 173 (2009) Barrel/bullets/brM_1_land1.x3p","Hamby173-Br7-B1-L5",FALSE,100,100,FALSE,346.875,2278.125
"Hamby173-BrUkn-BM-L2","Hamby173","Ukn","M",2,"NBTRD/Hamby 173 (2009) Barrel/bullets/brM_1_land2.x3p","Hamby173-Br7-B1-L6",FALSE,125,125,FALSE,359.375,2188.13218886732
"Hamby173-BrUkn-BM-L3","Hamby173","Ukn","M",3,"NBTRD/Hamby 173 (2009) Barrel/bullets/brM_1_land3.x3p","Hamby173-Br7-B1-L1",FALSE,134.375,0,TRUE,360.9375,2317.1875
"Hamby173-BrUkn-BM-L4","Hamby173","Ukn","M",4,"NBTRD/Hamby 173 (2009) Barrel/bullets/brM_1_land4.x3p","Hamby173-Br7-B1-L2",FALSE,125,125,FALSE,290.453981328445,1915.76537349094
"Hamby173-BrUkn-BM-L5","Hamby173","Ukn","M",5,"NBTRD/Hamby 173 (2009) Barrel/bullets/brM_1_land5.x3p","Hamby173-Br7-B1-L3",FALSE,50,50,FALSE,304.6875,2235.9375
"Hamby173-BrUkn-BM-L6","Hamby173","Ukn","M",6,"NBTRD/Hamby 173 (2009) Barrel/bullets/brM_1_land6.x3p","Hamby173-Br7-B1-L4",FALSE,90.625,90.625,FALSE,275.958987888973,2207.8125
"Hamby173-BrUkn-BN-L1","Hamby173","Ukn","N",1,"NBTRD/Hamby 173 (2009) Barrel/bullets/brN_1_land1.x3p","Hamby173-Br5-B1-L1",FALSE,75,75,FALSE,162.5,2195.25394380169
"Hamby173-BrUkn-BN-L2","Hamby173","Ukn","N",2,"NBTRD/Hamby 173 (2009) Barrel/bullets/brN_1_land2.x3p","Hamby173-Br5-B1-L2",FALSE,75,75,FALSE,368.75,2334.375
"Hamby173-BrUkn-BN-L3","Hamby173","Ukn","N",3,"NBTRD/Hamby 173 (2009) Barrel/bullets/brN_1_land3.x3p","Hamby173-Br5-B1-L3",FALSE,50,50,FALSE,415.625,2367.1875
"Hamby173-BrUkn-BN-L4","Hamby173","Ukn","N",4,"NBTRD/Hamby 173 (2009) Barrel/bullets/brN_1_land4.x3p","Hamby173-Br5-B1-L4",FALSE,100,100,FALSE,262.5,2182.77886176183
"Hamby173-BrUkn-BN-L5","Hamby173","Ukn","N",5,"NBTRD/Hamby 173 (2009) Barrel/bullets/brN_1_land5.x3p","Hamby173-Br5-B1-L5",FALSE,125,125,FALSE,312.5,2227.22575303008
"Hamby173-BrUkn-BN-L6","Hamby173","Ukn","N",6,"NBTRD/Hamby 173 (2009) Barrel/bullets/brN_1_land6.x3p","Hamby173-Br5-B1-L6",FALSE,75,75,FALSE,375,2315.45201067515
"Hamby173-BrUkn-BR-L1","Hamby173","Ukn","R",1,"NBTRD/Hamby 173 (2009) Barrel/bullets/brR_1_land1.x3p","Hamby173-Br4-B1-L4",FALSE,100,100,FALSE,345.3125,2289.0625
"Hamby173-BrUkn-BR-L2","Hamby173","Ukn","R",2,"NBTRD/Hamby 173 (2009) Barrel/bullets/brR_1_land2.x3p","Hamby173-Br4-B1-L5",FALSE,140.625,150,TRUE,306.25,2268.75
"Hamby173-BrUkn-BR-L3","Hamby173","Ukn","R",3,"NBTRD/Hamby 173 (2009) Barrel/bullets/brR_1_land3.x3p","Hamby173-Br4-B1-L6",TRUE,75,75,FALSE,125,2332.87931151724
"Hamby173-BrUkn-BR-L4","Hamby173","Ukn","R",4,"NBTRD/Hamby 173 (2009) Barrel/bullets/brR_1_land4.x3p","Hamby173-Br4-B1-L1",FALSE,117.1875,117.1875,FALSE,391.242459219601,2357.8125
"Hamby173-BrUkn-BR-L5","Hamby173","Ukn","R",5,"NBTRD/Hamby 173 (2009) Barrel/bullets/brR_1_land5.x3p","Hamby173-Br4-B1-L2",FALSE,193.75,50,TRUE,383.826398303842,2284.85557228955
"Hamby173-BrUkn-BR-L6","Hamby173","Ukn","R",6,"NBTRD/Hamby 173 (2009) Barrel/bullets/brR_1_land6.x3p","Hamby173-Br4-B1-L3",FALSE,75,75,FALSE,517.522092442216,2464.0625
"Hamby173-BrUkn-BU-L1","Hamby173","Ukn","U",1,"NBTRD/Hamby 173 (2009) Barrel/bullets/brU_1_land1.x3p","Hamby173-Br3-B1-L6",FALSE,150,150,FALSE,301.5625,1959.375
"Hamby173-BrUkn-BU-L2","Hamby173","Ukn","U",2,"NBTRD/Hamby 173 (2009) Barrel/bullets/brU_1_land2.x3p","Hamby173-Br3-B1-L1",FALSE,75,75,FALSE,292.1875,2278.125
"Hamby173-BrUkn-BU-L3","Hamby173","Ukn","U",3,"NBTRD/Hamby 173 (2009) Barrel/bullets/brU_1_land3.x3p","Hamby173-Br3-B1-L2",FALSE,196.875,196.875,FALSE,273.4375,2190.625
"Hamby173-BrUkn-BU-L4","Hamby173","Ukn","U",4,"NBTRD/Hamby 173 (2009) Barrel/bullets/brU_1_land4.x3p","Hamby173-Br3-B1-L3",FALSE,75,75,FALSE,379.6875,2298.21951617109
"Hamby173-BrUkn-BU-L5","Hamby173","Ukn","U",5,"NBTRD/Hamby 173 (2009) Barrel/bullets/brU_1_land5.x3p","Hamby173-Br3-B1-L4",FALSE,120.3125,120.3125,FALSE,416.357325068131,2314.81506622405
"Hamby173-BrUkn-BU-L6","Hamby173","Ukn","U",6,"NBTRD/Hamby 173 (2009) Barrel/bullets/brU_1_land6.x3p","Hamby173-Br3-B1-L5",FALSE,137.5,137.5,FALSE,301.5625,2257.8125
"Hamby173-BrUkn-BV-L1","Hamby173","Ukn","V",1,"NBTRD/Hamby 173 (2009) Barrel/bullets/brV_1_land1.x3p","Hamby173-Br6-B1-L1",FALSE,50,50,FALSE,300,2256.25
"Hamby173-BrUkn-BV-L2","Hamby173","Ukn","V",2,"NBTRD/Hamby 173 (2009) Barrel/bullets/brV_1_land2.x3p","Hamby173-Br6-B1-L2",FALSE,50,50,FALSE,521.354021350321,2315.625
"Hamby173-BrUkn-BV-L3","Hamby173","Ukn","V",3,"NBTRD/Hamby 173 (2009) Barrel/bullets/brV_1_land3.x3p","Hamby173-Br6-B1-L3",FALSE,150,150,FALSE,350,2303.125
"Hamby173-BrUkn-BV-L4","Hamby173","Ukn","V",4,"NBTRD/Hamby 173 (2009) Barrel/bullets/brV_1_land4.x3p","Hamby173-Br6-B1-L4",FALSE,134.375,134.375,FALSE,354.6875,2307.8125
"Hamby173-BrUkn-BV-L5","Hamby173","Ukn","V",5,"NBTRD/Hamby 173 (2009) Barrel/bullets/brV_1_land5.x3p","Hamby173-Br6-B1-L5",FALSE,125,125,FALSE,378.125,2325
"Hamby173-BrUkn-BV-L6","Hamby173","Ukn","V",6,"NBTRD/Hamby 173 (2009) Barrel/bullets/brV_1_land6.x3p","Hamby173-Br6-B1-L6",FALSE,98.4375,75,TRUE,309.375,2248.4375
"Hamby173-BrUkn-BW-L1","Hamby173","Ukn","W",1,"NBTRD/Hamby 173 (2009) Barrel/bullets/brW_1_land1.x3p","Hamby173-Br2-B1-L2",FALSE,151.5625,151.5625,FALSE,351.5625,2303.125
"Hamby173-BrUkn-BW-L2","Hamby173","Ukn","W",2,"NBTRD/Hamby 173 (2009) Barrel/bullets/brW_1_land2.x3p","Hamby173-Br2-B1-L3",FALSE,100,100,FALSE,48.4375,2292.1875
"Hamby173-BrUkn-BW-L3","Hamby173","Ukn","W",3,"NBTRD/Hamby 173 (2009) Barrel/bullets/brW_1_land3.x3p","Hamby173-Br2-B1-L4",FALSE,75,75,FALSE,346.875,2181.25
"Hamby173-BrUkn-BW-L4","Hamby173","Ukn","W",4,"NBTRD/Hamby 173 (2009) Barrel/bullets/brW_1_land4.x3p","Hamby173-Br2-B1-L5",FALSE,25,25,FALSE,365.625,2298.02839187904
"Hamby173-BrUkn-BW-L5","Hamby173","Ukn","W",5,"NBTRD/Hamby 173 (2009) Barrel/bullets/brW_1_land5.x3p","Hamby173-Br2-B1-L6",FALSE,50,50,FALSE,454.686651156939,2359.375
"Hamby173-BrUkn-BW-L6","Hamby173","Ukn","W",6,"NBTRD/Hamby 173 (2009) Barrel/bullets/brW_1_land6.x3p","Hamby173-Br2-B1-L1",FALSE,50,50,FALSE,362.5,2325
"Hamby173-BrUkn-BX-L1","Hamby173","Ukn","X",1,"NBTRD/Hamby 173 (2009) Barrel/bullets/brX_1_land1.x3p","Hamby173-Br4-B1-L5",FALSE,50,50,FALSE,320.3125,2289.0625
"Hamby173-BrUkn-BX-L2","Hamby173","Ukn","X",2,"NBTRD/Hamby 173 (2009) Barrel/bullets/brX_1_land2.x3p","Hamby173-Br4-B1-L6",FALSE,50,50,FALSE,268.75,2215.26484319274
"Hamby173-BrUkn-BX-L3","Hamby173","Ukn","X",3,"NBTRD/Hamby 173 (2009) Barrel/bullets/brX_1_land3.x3p","Hamby173-Br4-B1-L1",FALSE,98.4375,50,TRUE,280.76948446632,2219.67942027162
"Hamby173-BrUkn-BX-L4","Hamby173","Ukn","X",4,"NBTRD/Hamby 173 (2009) Barrel/bullets/brX_1_land4.x3p","Hamby173-Br4-B1-L2",FALSE,200,200,FALSE,303.125,2240.625
"Hamby173-BrUkn-BX-L5","Hamby173","Ukn","X",5,"NBTRD/Hamby 173 (2009) Barrel/bullets/brX_1_land5.x3p","Hamby173-Br4-B1-L3",FALSE,50,50,FALSE,50,2364.0625
"Hamby173-BrUkn-BX-L6","Hamby173","Ukn","X",6,"NBTRD/Hamby 173 (2009) Barrel/bullets/brX_1_land6.x3p","Hamby173-Br4-B1-L4",FALSE,75,75,FALSE,420.3125,2302.15213403435
"Hamby252-Br1-B1-L1","Hamby252","1","1",1,"NBTRD/Hamby 252 (2009) Barrel/bullets/Br1 Bullet 1-1.x3p","Hamby173-Br1-B1-L6",FALSE,100,100,FALSE,217.1875,2190.625
"Hamby252-Br1-B1-L2","Hamby252","1","1",2,"NBTRD/Hamby 252 (2009) Barrel/bullets/Br1 Bullet 1-2.x3p","Hamby173-Br1-B1-L1",FALSE,100,100,FALSE,176.5625,2148.4375
"Hamby252-Br1-B1-L3","Hamby252","1","1",3,"NBTRD/Hamby 252 (2009) Barrel/bullets/Br1 Bullet 1-3.x3p","Hamby173-Br1-B1-L2",FALSE,75,75,FALSE,170.3125,2135.9375
"Hamby252-Br1-B1-L4","Hamby252","1","1",4,"NBTRD/Hamby 252 (2009) Barrel/bullets/Br1 Bullet 1-4.x3p","Hamby173-Br1-B1-L3",FALSE,100,100,FALSE,204.6875,2154.6875
"Hamby252-Br1-B1-L5","Hamby252","1","1",5,"NBTRD/Hamby 252 (2009) Barrel/bullets/Br1 Bullet 1-5.x3p","Hamby173-Br1-B1-L4",FALSE,50,50,FALSE,167.1875,2093.75
"Hamby252-Br1-B1-L6","Hamby252","1","1",6,"NBTRD/Hamby 252 (2009) Barrel/bullets/Br1 Bullet 1-6.x3p","Hamby173-Br1-B1-L5",TRUE,329.6875,329.6875,FALSE,780.573429365873,2371.875
"Hamby252-Br1-B2-L1","Hamby252","1","2",1,"NBTRD/Hamby 252 (2009) Barrel/bullets/Br1 Bullet 2-1.x3p","Hamby173-Br1-B1-L4",FALSE,100,100,FALSE,170.3125,2094.65461429289
"Hamby252-Br1-B2-L2","Hamby252","1","2",2,"NBTRD/Hamby 252 (2009) Barrel/bullets/Br1 Bullet 2-2.x3p","Hamby173-Br1-B1-L5",FALSE,175,175,FALSE,165.625,2129.6875
"Hamby252-Br1-B2-L3","Hamby252","1","2",3,"NBTRD/Hamby 252 (2009) Barrel/bullets/Br1 Bullet 2-3.x3p","Hamby173-Br1-B1-L6",TRUE,225,225,FALSE,74.0992725865766,2582.8125
"Hamby252-Br1-B2-L4","Hamby252","1","2",4,"NBTRD/Hamby 252 (2009) Barrel/bullets/Br1 Bullet 2-4.x3p","Hamby173-Br1-B1-L1",FALSE,150,150,FALSE,170.3125,2148.4375
"Hamby252-Br1-B2-L5","Hamby252","1","2",5,"NBTRD/Hamby 252 (2009) Barrel/bullets/Br1 Bullet 2-5.x3p","Hamby173-Br1-B1-L2",FALSE,125,125,FALSE,167.1875,2120.3125
"Hamby252-Br1-B2-L6","Hamby252","1","2",6,"NBTRD/Hamby 252 (2009) Barrel/bullets/Br1 Bullet 2-6.x3p","Hamby173-Br1-B1-L3",FALSE,100,100,FALSE,225,2182.8125
"Hamby252-Br10-B1-L1","Hamby252","10","1",1,"NBTRD/Hamby 252 (2009) Barrel/bullets/Br10 Bullet 1-1.x3p","Hamby173-Br10-B1-L3",FALSE,200,200,FALSE,201.5625,2146.875
"Hamby252-Br10-B1-L2","Hamby252","10","1",2,"NBTRD/Hamby 252 (2009) Barrel/bullets/Br10 Bullet 1-2.x3p","Hamby173-Br10-B1-L4",FALSE,196.875,25,TRUE,137.5,2095.3125
"Hamby252-Br10-B1-L3","Hamby252","10","1",3,"NBTRD/Hamby 252 (2009) Barrel/bullets/Br10 Bullet 1-3.x3p","Hamby173-Br10-B1-L5",TRUE,200,200,FALSE,275,2193.69085614879
"Hamby252-Br10-B1-L4","Hamby252","10","1",4,"NBTRD/Hamby 252 (2009) Barrel/bullets/Br10 Bullet 1-4.x3p","Hamby173-Br10-B1-L6",FALSE,150,150,FALSE,239.747270827343,2145.3125
"Hamby252-Br10-B1-L5","Hamby252","10","1",5,"NBTRD/Hamby 252 (2009) Barrel/bullets/Br10 Bullet 1-5.x3p","Hamby173-Br10-B1-L1",FALSE,100,100,FALSE,154.6875,2123.4375
"Hamby252-Br10-B1-L6","Hamby252","10","1",6,"NBTRD/Hamby 252 (2009) Barrel/bullets/Br10 Bullet 1-6.x3p","Hamby173-Br10-B1-L2",FALSE,200,200,FALSE,117.1875,2085.9375
"Hamby252-Br10-B2-L1","Hamby252","10","2",1,"NBTRD/Hamby 252 (2009) Barrel/bullets/Br10 Bullet 2-1.x3p","Hamby173-Br10-B1-L1",FALSE,196.875,0,TRUE,139.0625,2121.875
"Hamby252-Br10-B2-L2","Hamby252","10","2",2,"NBTRD/Hamby 252 (2009) Barrel/bullets/Br10 Bullet 2-2.x3p","Hamby173-Br10-B1-L2",FALSE,200,200,FALSE,107.8125,2075
"Hamby252-Br10-B2-L3","Hamby252","10","2",3,"NBTRD/Hamby 252 (2009) Barrel/bullets/Br10 Bullet 2-3.x3p","Hamby173-Br10-B1-L3",FALSE,125,125,FALSE,150,2079.22277145012
"Hamby252-Br10-B2-L4","Hamby252","10","2",4,"NBTRD/Hamby 252 (2009) Barrel/bullets/Br10 Bullet 2-4.x3p","Hamby173-Br10-B1-L4",FALSE,125,125,FALSE,133.265331572769,2079.6875
"Hamby252-Br10-B2-L5","Hamby252","10","2",5,"NBTRD/Hamby 252 (2009) Barrel/bullets/Br10 Bullet 2-5.x3p","Hamby173-Br10-B1-L5",TRUE,125,125,FALSE,355.032659209248,2114.0625
"Hamby252-Br10-B2-L6","Hamby252","10","2",6,"NBTRD/Hamby 252 (2009) Barrel/bullets/Br10 Bullet 2-6.x3p","Hamby173-Br10-B1-L6",FALSE,125,125,FALSE,171.875,2142.1875
"Hamby252-Br2-B1-L1","Hamby252","2","1",1,"NBTRD/Hamby 252 (2009) Barrel/bullets/Br2 Bullet 1-1.x3p","Hamby173-Br2-B1-L2",FALSE,150,150,FALSE,209.375,2171.875
"Hamby252-Br2-B1-L2","Hamby252","2","1",2,"NBTRD/Hamby 252 (2009) Barrel/bullets/Br2 Bullet 1-2.x3p","Hamby173-Br2-B1-L3",FALSE,150,150,FALSE,189.381157480596,2076.5625
"Hamby252-Br2-B1-L3","Hamby252","2","1",3,"NBTRD/Hamby 252 (2009) Barrel/bullets/Br2 Bullet 1-3.x3p","Hamby173-Br2-B1-L4",FALSE,150,150,FALSE,179.6875,2075
"Hamby252-Br2-B1-L4","Hamby252","2","1",4,"NBTRD/Hamby 252 (2009) Barrel/bullets/Br2 Bullet 1-4.x3p","Hamby173-Br2-B1-L5",FALSE,275,275,FALSE,214.49561572477,2138.12228153976
"Hamby252-Br2-B1-L5","Hamby252","2","1",5,"NBTRD/Hamby 252 (2009) Barrel/bullets/Br2 Bullet 1-5.x3p","Hamby173-Br2-B1-L6",FALSE,100,100,FALSE,193.75,2135.52220182869
"Hamby252-Br2-B1-L6","Hamby252","2","1",6,"NBTRD/Hamby 252 (2009) Barrel/bullets/Br2 Bullet 1-6.x3p","Hamby173-Br2-B1-L1",FALSE,125,125,FALSE,178.125,2150
"Hamby252-Br2-B2-L1","Hamby252","2","2",1,"NBTRD/Hamby 252 (2009) Barrel/bullets/Br2 Bullet 2-1.x3p","Hamby173-Br2-B1-L1",FALSE,196.875,150,TRUE,204.6875,2121.875
"Hamby252-Br2-B2-L2","Hamby252","2","2",2,"NBTRD/Hamby 252 (2009) Barrel/bullets/Br2 Bullet 2-2.x3p","Hamby173-Br2-B1-L2",TRUE,150,150,FALSE,140.625,2120.3125
"Hamby252-Br2-B2-L3","Hamby252","2","2",3,"NBTRD/Hamby 252 (2009) Barrel/bullets/Br2 Bullet 2-3.x3p","Hamby173-Br2-B1-L3",FALSE,125,125,FALSE,182.8125,2121.875
"Hamby252-Br2-B2-L4","Hamby252","2","2",4,"NBTRD/Hamby 252 (2009) Barrel/bullets/Br2 Bullet 2-4.x3p","Hamby173-Br2-B1-L4",FALSE,175,175,FALSE,196.875,2162.5
"Hamby252-Br2-B2-L5","Hamby252","2","2",5,"NBTRD/Hamby 252 (2009) Barrel/bullets/Br2 Bullet 2-5.x3p","Hamby173-Br2-B1-L5",FALSE,150,150,FALSE,236.673210892336,2135.9375
"Hamby252-Br2-B2-L6","Hamby252","2","2",6,"NBTRD/Hamby 252 (2009) Barrel/bullets/Br2 Bullet 2-6.x3p","Hamby173-Br2-B1-L6",FALSE,175,175,FALSE,207.8125,2146.33020194579
